GENE	AE_1	AE_2
AL035419.1	45220.2	45221.2
SLC32A1	45221.2	45222.2
ACTR5	45222.2	45223.2
PPP1R16B	45223.2	45224.2
FAM83D	45224.2	45225.2
AL023803.2	45225.2	45226.2
AL023803.1	45226.2	45227.2
DHX35	45227.2	45228.2
AL023803.3	45228.2	45229.2
NPM1P19	45229.2	45230.2
LINC01734	45230.2	45231.2
ATG3P1	45231.2	45232.2
AL132981.1	45232.2	45233.2
AL118523.1	45233.2	45234.2
HSPE1P1	45234.2	45235.2
LINC01370	45235.2	45236.2
AL133419.1	45236.2	45237.2
AL009050.1	45237.2	45238.2
MAFB	45238.2	45239.2
AL035665.1	45239.2	45240.2
TOP1	45240.2	45241.2
PLCG1-AS1	45241.2	45242.2
PLCG1	45242.2	45243.2
ZHX3	45243.2	45244.2
AL022394.1	45244.2	45245.2
RPL23AP81	45245.2	45246.2
ADI1P1	45246.2	45247.2
LPIN3	45247.2	45248.2
EMILIN3	45248.2	45249.2
AL031667.1	45249.2	45250.2
CHD6	45250.2	45251.2
AL031667.2	45251.2	45252.2
AL031667.3	45252.2	45253.2
RPL12P11	45253.2	45254.2
AL049812.2	45254.2	45255.2
AL049812.1	45255.2	45256.2
AL049812.3	45256.2	45257.2
PTPRT	45257.2	45258.2
AL035666.1	45258.2	45259.2
AL031656.1	45259.2	45260.2
PTPRT-AS1	45260.2	45261.2
AL021395.1	45261.2	45262.2
PPIAP21	45262.2	45263.2
AL031681.1	45263.2	45264.2
EIF4EBP2P1	45264.2	45265.2
SRSF6	45265.2	45266.2
AL031681.2	45266.2	45267.2
L3MBTL1	45267.2	45268.2
Z98752.2	45268.2	45269.2
Z98752.3	45269.2	45270.2
Z98752.1	45270.2	45271.2
SGK2	45271.2	45272.2
Z98752.4	45272.2	45273.2
IFT52	45273.2	45274.2
RPL27AP	45274.2	45275.2
MYBL2	45275.2	45276.2
GTSF1L	45276.2	45277.2
LINC01728	45277.2	45278.2
TOX2	45278.2	45279.2
JPH2	45279.2	45280.2
OSER1	45280.2	45281.2
OSER1-DT	45281.2	45282.2
GDAP1L1	45282.2	45283.2
FITM2	45283.2	45284.2
R3HDML	45284.2	45285.2
AL117382.1	45285.2	45286.2
HNF4A	45286.2	45287.2
HNF4A-AS1	45287.2	45288.2
AL117382.2	45288.2	45289.2
LINC01620	45289.2	45290.2
RPL37AP1	45290.2	45291.2
TTPAL	45291.2	45292.2
SERINC3	45292.2	45293.2
PKIG	45293.2	45294.2
ADA	45294.2	45295.2
LINC01260	45295.2	45296.2
AL139352.1	45296.2	45297.2
KCNK15-AS1	45297.2	45298.2
CCN5	45298.2	45299.2
KCNK15	45299.2	45300.2
AL118522.1	45300.2	45301.2
RIMS4	45301.2	45302.2
PGBD4P2	45302.2	45303.2
AL008725.1	45303.2	45304.2
YWHAB	45304.2	45305.2
PABPC1L	45305.2	45306.2
TOMM34	45306.2	45307.2
STK4-AS1	45307.2	45308.2
STK4	45308.2	45309.2
KCNS1	45309.2	45310.2
WFDC5	45310.2	45311.2
WFDC12	45311.2	45312.2
AL049767.1	45312.2	45313.2
PI3	45313.2	45314.2
SEMG1	45314.2	45315.2
SEMG2	45315.2	45316.2
AL035660.1	45316.2	45317.2
AL035660.2	45317.2	45318.2
SLPI	45318.2	45319.2
MATN4	45319.2	45320.2
RBPJL	45320.2	45321.2
SDC4	45321.2	45322.2
AL021578.1	45322.2	45323.2
SYS1	45323.2	45324.2
SYS1-DBNDD2	45324.2	45325.2
TP53TG5	45325.2	45326.2
NDUFB4P10	45326.2	45327.2
DBNDD2	45327.2	45328.2
PIGT	45328.2	45329.2
AL031663.3	45329.2	45330.2
WFDC2	45330.2	45331.2
AL031663.2	45331.2	45332.2
RPL5P2	45332.2	45333.2
SPINT3	45333.2	45334.2
EPPIN-WFDC6	45334.2	45335.2
WFDC6	45335.2	45336.2
AL031663.1	45336.2	45337.2
HSPD1P21	45337.2	45338.2
EPPIN	45338.2	45339.2
WFDC8	45339.2	45340.2
CCNB1IP1P2	45340.2	45341.2
WFDC9	45341.2	45342.2
WFDC10A	45342.2	45343.2
RPS2P7	45343.2	45344.2
WFDC11	45344.2	45345.2
WFDC10B	45345.2	45346.2
WFDC13	45346.2	45347.2
SPINT4	45347.2	45348.2
HNRNPA1P3	45348.2	45349.2
WFDC3	45349.2	45350.2
SPINT5P	45350.2	45351.2
DNTTIP1	45351.2	45352.2
UBE2C	45352.2	45353.2
TNNC2	45353.2	45354.2
SNX21	45354.2	45355.2
ACOT8	45355.2	45356.2
ZSWIM3	45356.2	45357.2
ZSWIM1	45357.2	45358.2
SPATA25	45358.2	45359.2
NEURL2	45359.2	45360.2
CTSA	45360.2	45361.2
AL008726.1	45361.2	45362.2
PLTP	45362.2	45363.2
AL162458.1	45363.2	45364.2
PCIF1	45364.2	45365.2
ZNF335	45365.2	45366.2
FTLP1	45366.2	45367.2
MMP9	45367.2	45368.2
SLC12A5-AS1	45368.2	45369.2
SLC12A5	45369.2	45370.2
NCOA5	45370.2	45371.2
RPL13P2	45371.2	45372.2
CD40	45372.2	45373.2
AL031687.1	45373.2	45374.2
CDH22	45374.2	45375.2
SLC35C2	45375.2	45376.2
AL133227.1	45376.2	45377.2
ELMO2	45377.2	45378.2
ZNF663P	45378.2	45379.2
AL031686.1	45379.2	45380.2
MKRN7P	45380.2	45381.2
ZNF840P	45381.2	45382.2
ZNF334	45382.2	45383.2
OCSTAMP	45383.2	45384.2
SLC13A3	45384.2	45385.2
AL133520.1	45385.2	45386.2
TP53RK	45386.2	45387.2
AL031055.1	45387.2	45388.2
SLC2A10	45388.2	45389.2
AL354766.1	45389.2	45390.2
EYA2	45390.2	45391.2
AL354766.2	45391.2	45392.2
GAPDHP54	45392.2	45393.2
AL121776.1	45393.2	45394.2
AL022342.1	45394.2	45395.2
ZMYND8	45395.2	45396.2
AL031666.2	45396.2	45397.2
AL031666.3	45397.2	45398.2
AL031666.1	45398.2	45399.2
LINC01754	45399.2	45400.2
RPL35AP	45400.2	45401.2
NCOA3	45401.2	45402.2
AL034418.1	45402.2	45403.2
SULF2	45403.2	45404.2
AL354813.1	45404.2	45405.2
SRMP1	45405.2	45406.2
AL357558.2	45406.2	45407.2
AL357558.1	45407.2	45408.2
LINC01522	45408.2	45409.2
LINC01523	45409.2	45410.2
AL139351.2	45410.2	45411.2
AL139351.1	45411.2	45412.2
AL121888.1	45412.2	45413.2
LINC00494	45413.2	45414.2
AL137078.1	45414.2	45415.2
AL137078.2	45415.2	45416.2
AL049541.1	45416.2	45417.2
AL049541.2	45417.2	45418.2
PREX1	45418.2	45419.2
AL035106.1	45419.2	45420.2
AL133342.1	45420.2	45421.2
ARFGEF2	45421.2	45422.2
SNAP23P1	45422.2	45423.2
CSE1L-AS1	45423.2	45424.2
CSE1L	45424.2	45425.2
STAU1	45425.2	45426.2
ARPC3P1	45426.2	45427.2
DDX27	45427.2	45428.2
ZNFX1	45428.2	45429.2
ZFAS1	45429.2	45430.2
KCNB1	45430.2	45431.2
AL035685.1	45431.2	45432.2
PTGIS	45432.2	45433.2
B4GALT5	45433.2	45434.2
SNRPFP1	45434.2	45435.2
SLC9A8	45435.2	45436.2
AL162615.1	45436.2	45437.2
SPATA2	45437.2	45438.2
RNF114	45438.2	45439.2
KRT18P4	45439.2	45440.2
SNAI1	45440.2	45441.2
TRERNA1	45441.2	45442.2
PEDS1-UBE2V1	45442.2	45443.2
UBE2V1	45443.2	45444.2
PEDS1	45444.2	45445.2
LINC01275	45445.2	45446.2
AL161937.1	45446.2	45447.2
CEBPB-AS1	45447.2	45448.2
CEBPB	45448.2	45449.2
PELATON	45449.2	45450.2
LINC01270	45450.2	45451.2
LINC01271	45451.2	45452.2
COX6CP2	45452.2	45453.2
PTPN1	45453.2	45454.2
AL133230.1	45454.2	45455.2
RIPOR3	45455.2	45456.2
RPL36P2	45456.2	45457.2
RIPOR3-AS1	45457.2	45458.2
PARD6B	45458.2	45459.2
BCAS4	45459.2	45460.2
TMSB4XP6	45460.2	45461.2
ADNP	45461.2	45462.2
PSMD10P1	45462.2	45463.2
ADNP-AS1	45463.2	45464.2
DPM1	45464.2	45465.2
MOCS3	45465.2	45466.2
AL050404.1	45466.2	45467.2
KCNG1	45467.2	45468.2
AL121785.1	45468.2	45469.2
RPSAP1	45469.2	45470.2
NFATC2	45470.2	45471.2
ATP9A	45471.2	45472.2
AL138807.1	45472.2	45473.2
SALL4	45473.2	45474.2
LINC01429	45474.2	45475.2
ZFP64	45475.2	45476.2
ERP29P1	45476.2	45477.2
LINC01524	45477.2	45478.2
AL109610.1	45478.2	45479.2
AL049765.1	45479.2	45480.2
MRPS33P4	45480.2	45481.2
AL031674.1	45481.2	45482.2
AL161945.1	45482.2	45483.2
AL121902.1	45483.2	45484.2
RPL36P1	45484.2	45485.2
TSHZ2	45485.2	45486.2
AL391097.1	45486.2	45487.2
AL391097.2	45487.2	45488.2
AL109930.1	45488.2	45489.2
AL354993.1	45489.2	45490.2
PPIAP10	45490.2	45491.2
AL354993.2	45491.2	45492.2
AL157838.1	45492.2	45493.2
ZNF217	45493.2	45494.2
AC005808.1	45494.2	45495.2
AC006076.1	45495.2	45496.2
SUMO1P1	45496.2	45497.2
BCAS1	45497.2	45498.2
AC005220.1	45498.2	45499.2
CYP24A1	45499.2	45500.2
PFDN4	45500.2	45501.2
AL133335.1	45501.2	45502.2
DOK5	45502.2	45503.2
RPL12P4	45503.2	45504.2
LINC01440	45504.2	45505.2
LINC01441	45505.2	45506.2
AL160413.1	45506.2	45507.2
AL109828.1	45507.2	45508.2
CBLN4	45508.2	45509.2
MC3R	45509.2	45510.2
AL139824.2	45510.2	45511.2
AL139824.1	45511.2	45512.2
FAM210B	45512.2	45513.2
AURKA	45513.2	45514.2
CSTF1	45514.2	45515.2
CASS4	45515.2	45516.2
RPL39P	45516.2	45517.2
RTF2	45517.2	45518.2
GCNT7	45518.2	45519.2
FAM209A	45519.2	45520.2
AL109806.1	45520.2	45521.2
FAM209B	45521.2	45522.2
LINC01716	45522.2	45523.2
RPS4XP3	45523.2	45524.2
TFAP2C	45524.2	45525.2
PTMAP6	45525.2	45526.2
AL133232.1	45526.2	45527.2
AL157414.2	45527.2	45528.2
AL157414.1	45528.2	45529.2
AL157414.3	45529.2	45530.2
BMP7	45530.2	45531.2
BMP7-AS1	45531.2	45532.2
AL122058.1	45532.2	45533.2
RPL39P39	45533.2	45534.2
SPO11	45534.2	45535.2
RAE1	45535.2	45536.2
MTND1P9	45536.2	45537.2
MTRNR2L3	45537.2	45538.2
RBM38-AS1	45538.2	45539.2
RBM38	45539.2	45540.2
AL109955.1	45540.2	45541.2
HMGB1P1	45541.2	45542.2
CTCFL	45542.2	45543.2
PCK1	45543.2	45544.2
AL035541.1	45544.2	45545.2
ZBP1	45545.2	45546.2
PMEPA1	45546.2	45547.2
NKILA	45547.2	45548.2
AL354984.1	45548.2	45549.2
LINC01742	45549.2	45550.2
AL354984.2	45550.2	45551.2
AL354984.3	45551.2	45552.2
C20orf85	45552.2	45553.2
ANKRD60	45553.2	45554.2
PPP4R1L	45554.2	45555.2
RAB22A	45555.2	45556.2
VAPB	45556.2	45557.2
APCDD1L	45557.2	45558.2
APCDD1L-DT	45558.2	45559.2
AL050327.1	45559.2	45560.2
LINC01711	45560.2	45561.2
STX16	45561.2	45562.2
STX16-NPEPL1	45562.2	45563.2
NPEPL1	45563.2	45564.2
AL139349.1	45564.2	45565.2
PIEZO1P2	45565.2	45566.2
AL132655.3	45566.2	45567.2
AL132655.2	45567.2	45568.2
GNAS-AS1	45568.2	45569.2
AL132655.1	45569.2	45570.2
GNAS	45570.2	45571.2
AL121917.1	45571.2	45572.2
AL121917.2	45572.2	45573.2
AL109840.2	45573.2	45574.2
AL109840.1	45574.2	45575.2
NELFCD	45575.2	45576.2
CTSZ	45576.2	45577.2
TUBB1	45577.2	45578.2
ATP5F1E	45578.2	45579.2
PRELID3B	45579.2	45580.2
MRPS16P2	45580.2	45581.2
ZNF831	45581.2	45582.2
EDN3	45582.2	45583.2
AL035250.1	45583.2	45584.2
AL035250.2	45584.2	45585.2
PIEZO1P1	45585.2	45586.2
AL389889.1	45586.2	45587.2
PHACTR3	45587.2	45588.2
PHACTR3-AS1	45588.2	45589.2
SYCP2	45589.2	45590.2
FAM217B	45590.2	45591.2
PPP1R3D	45591.2	45592.2
CDH26	45592.2	45593.2
C20orf197	45593.2	45594.2
AL132822.1	45594.2	45595.2
MIR646HG	45595.2	45596.2
MTCO2P1	45596.2	45597.2
AL117372.1	45597.2	45598.2
AL139348.1	45598.2	45599.2
AL121910.1	45599.2	45600.2
LINC01718	45600.2	45601.2
CDH4	45601.2	45602.2
AL365229.1	45602.2	45603.2
BX640515.1	45603.2	45604.2
AL160412.1	45604.2	45605.2
AL162457.1	45605.2	45606.2
AL162457.2	45606.2	45607.2
TAF4	45607.2	45608.2
AL137077.1	45608.2	45609.2
AL137077.2	45609.2	45610.2
LSM14B	45610.2	45611.2
PSMA7	45611.2	45612.2
SS18L1	45612.2	45613.2
MTG2	45613.2	45614.2
HRH3	45614.2	45615.2
OSBPL2	45615.2	45616.2
ADRM1	45616.2	45617.2
AL354836.1	45617.2	45618.2
LAMA5	45618.2	45619.2
LAMA5-AS1	45619.2	45620.2
AL121832.2	45620.2	45621.2
RPS21	45621.2	45622.2
CABLES2	45622.2	45623.2
AL121832.3	45623.2	45624.2
RBBP8NL	45624.2	45625.2
AL121832.1	45625.2	45626.2
GATA5	45626.2	45627.2
AL499627.2	45627.2	45628.2
AL499627.1	45628.2	45629.2
MIR1-1HG-AS1	45629.2	45630.2
MIR1-1HG	45630.2	45631.2
RPL7P3	45631.2	45632.2
BX640514.1	45632.2	45633.2
BX640514.2	45633.2	45634.2
AL450469.2	45634.2	45635.2
AL450469.1	45635.2	45636.2
AL357033.1	45636.2	45637.2
SLCO4A1	45637.2	45638.2
AL357033.4	45638.2	45639.2
AL357033.3	45639.2	45640.2
SLCO4A1-AS1	45640.2	45641.2
LINC00686	45641.2	45642.2
NTSR1	45642.2	45643.2
AL357033.2	45643.2	45644.2
MRGBP	45644.2	45645.2
OGFR-AS1	45645.2	45646.2
OGFR	45646.2	45647.2
COL9A3	45647.2	45648.2
TCFL5	45648.2	45649.2
DPH3P1	45649.2	45650.2
ARF4P2	45650.2	45651.2
DIDO1	45651.2	45652.2
AL117379.1	45652.2	45653.2
GID8	45653.2	45654.2
SLC17A9	45654.2	45655.2
BHLHE23	45655.2	45656.2
LINC01749	45656.2	45657.2
LINC00029	45657.2	45658.2
LINC01056	45658.2	45659.2
HAR1B	45659.2	45660.2
HAR1A	45660.2	45661.2
AL096828.2	45661.2	45662.2
AL096828.1	45662.2	45663.2
YTHDF1	45663.2	45664.2
AL096828.3	45664.2	45665.2
BIRC7	45665.2	45666.2
NKAIN4	45666.2	45667.2
FLJ16779	45667.2	45668.2
ARFGAP1	45668.2	45669.2
COL20A1	45669.2	45670.2
CHRNA4	45670.2	45671.2
AL121827.1	45671.2	45672.2
KCNQ2	45672.2	45673.2
AL353658.1	45673.2	45674.2
KCNQ2-AS1	45674.2	45675.2
EEF1A2	45675.2	45676.2
AL121829.1	45676.2	45677.2
PPDPF	45677.2	45678.2
PTK6	45678.2	45679.2
SRMS	45679.2	45680.2
AL121829.2	45680.2	45681.2
FNDC11	45681.2	45682.2
HELZ2	45682.2	45683.2
GMEB2	45683.2	45684.2
MHENCR	45684.2	45685.2
STMN3	45685.2	45686.2
RTEL1	45686.2	45687.2
RTEL1-TNFRSF6B	45687.2	45688.2
TNFRSF6B	45688.2	45689.2
ARFRP1	45689.2	45690.2
ZGPAT	45690.2	45691.2
AL121845.3	45691.2	45692.2
AL121845.4	45692.2	45693.2
LIME1	45693.2	45694.2
AL121845.2	45694.2	45695.2
SLC2A4RG	45695.2	45696.2
ZBTB46	45696.2	45697.2
AL121845.1	45697.2	45698.2
ZBTB46-AS1	45698.2	45699.2
C20orf181	45699.2	45700.2
AL118506.1	45700.2	45701.2
ABHD16B	45701.2	45702.2
TPD52L2	45702.2	45703.2
DNAJC5	45703.2	45704.2
UCKL1	45704.2	45705.2
UCKL1-AS1	45705.2	45706.2
ZNF512B	45706.2	45707.2
SAMD10	45707.2	45708.2
PRPF6	45708.2	45709.2
C20orf204	45709.2	45710.2
SOX18	45710.2	45711.2
TCEA2	45711.2	45712.2
AL355803.1	45712.2	45713.2
RGS19	45713.2	45714.2
OPRL1	45714.2	45715.2
LKAAEAR1	45715.2	45716.2
MYT1	45716.2	45717.2
NPBWR2	45717.2	45718.2
PCMTD2	45718.2	45719.2
AL137028.2	45719.2	45720.2
CICP4	45720.2	45721.2
LINC00266-1	45721.2	45722.2
AL137028.1	45722.2	45723.2
WASH5P	45723.2	45724.2
AC008993.1	45724.2	45725.2
AC008993.2	45725.2	45726.2
AC008993.3	45726.2	45727.2
FAM138F	45727.2	45728.2
OR4G3P	45728.2	45729.2
OR4G1P	45729.2	45730.2
OR4F17	45730.2	45731.2
WBP1LP11	45731.2	45732.2
OR4F8P	45732.2	45733.2
AC092192.1	45733.2	45734.2
SEPTIN14P19	45734.2	45735.2
CICP19	45735.2	45736.2
AC092299.1	45736.2	45737.2
AC010507.1	45737.2	45738.2
LINC01002	45738.2	45739.2
AC010507.2	45739.2	45740.2
AC016588.2	45740.2	45741.2
PLPP2	45741.2	45742.2
MIER2	45742.2	45743.2
AC016588.1	45743.2	45744.2
THEG	45744.2	45745.2
AC010641.1	45745.2	45746.2
C2CD4C	45746.2	45747.2
SHC2	45747.2	45748.2
ODF3L2	45748.2	45749.2
MADCAM1	45749.2	45750.2
AC005775.1	45750.2	45751.2
TPGS1	45751.2	45752.2
CDC34	45752.2	45753.2
GZMM	45753.2	45754.2
AC009005.1	45754.2	45755.2
BSG	45755.2	45756.2
HCN2	45756.2	45757.2
AC005559.1	45757.2	45758.2
POLRMT	45758.2	45759.2
AC004449.1	45759.2	45760.2
FGF22	45760.2	45761.2
RNF126	45761.2	45762.2
AC004156.1	45762.2	45763.2
FSTL3	45763.2	45764.2
PRSS57	45764.2	45765.2
RPS2P52	45765.2	45766.2
PALM	45766.2	45767.2
MISP	45767.2	45768.2
AC006273.1	45768.2	45769.2
LINC01836	45769.2	45770.2
PTBP1	45770.2	45771.2
PLPPR3	45771.2	45772.2
AZU1	45772.2	45773.2
PRTN3	45773.2	45774.2
ELANE	45774.2	45775.2
CFD	45775.2	45776.2
MED16	45776.2	45777.2
R3HDM4	45777.2	45778.2
KISS1R	45778.2	45779.2
ARID3A	45779.2	45780.2
AC005379.1	45780.2	45781.2
AC005391.1	45781.2	45782.2
WDR18	45782.2	45783.2
AC004528.1	45783.2	45784.2
GRIN3B	45784.2	45785.2
TMEM259	45785.2	45786.2
AC004528.2	45786.2	45787.2
CNN2	45787.2	45788.2
AC011558.1	45788.2	45789.2
ABCA7	45789.2	45790.2
ARHGAP45	45790.2	45791.2
POLR2E	45791.2	45792.2
GPX4	45792.2	45793.2
SBNO2	45793.2	45794.2
STK11	45794.2	45795.2
HMGB2P1	45795.2	45796.2
CBARP	45796.2	45797.2
AC004221.1	45797.2	45798.2
ATP5F1D	45798.2	45799.2
MIDN	45799.2	45800.2
CIRBP	45800.2	45801.2
CIRBP-AS1	45801.2	45802.2
FAM174C	45802.2	45803.2
EFNA2	45803.2	45804.2
RPS15P9	45804.2	45805.2
AC005330.1	45805.2	45806.2
PWWP3A	45806.2	45807.2
AC004623.1	45807.2	45808.2
AC005329.2	45808.2	45809.2
NDUFS7	45809.2	45810.2
AC005329.1	45810.2	45811.2
GAMT	45811.2	45812.2
DAZAP1	45812.2	45813.2
RPS15	45813.2	45814.2
AC027307.3	45814.2	45815.2
APC2	45815.2	45816.2
AC027307.2	45816.2	45817.2
C19orf25	45817.2	45818.2
PCSK4	45818.2	45819.2
REEP6	45819.2	45820.2
ADAMTSL5	45820.2	45821.2
PLK5	45821.2	45822.2
AC027307.1	45822.2	45823.2
MEX3D	45823.2	45824.2
MBD3	45824.2	45825.2
AC005943.2	45825.2	45826.2
AC005943.1	45826.2	45827.2
UQCR11	45827.2	45828.2
TCF3	45828.2	45829.2
AC005256.1	45829.2	45830.2
ONECUT3	45830.2	45831.2
ATP8B3	45831.2	45832.2
REXO1	45832.2	45833.2
AC012615.2	45833.2	45834.2
AC012615.6	45834.2	45835.2
AC012615.3	45835.2	45836.2
KLF16	45836.2	45837.2
AC012615.4	45837.2	45838.2
AC012615.1	45838.2	45839.2
AC012615.5	45839.2	45840.2
ABHD17A	45840.2	45841.2
SCAMP4	45841.2	45842.2
ADAT3	45842.2	45843.2
CSNK1G2	45843.2	45844.2
CSNK1G2-AS1	45844.2	45845.2
BTBD2	45845.2	45846.2
AC005306.1	45846.2	45847.2
AC004678.2	45847.2	45848.2
AC004678.1	45848.2	45849.2
AC007136.1	45849.2	45850.2
MKNK2	45850.2	45851.2
MOB3A	45851.2	45852.2
IZUMO4	45852.2	45853.2
AP3D1	45853.2	45854.2
DOT1L	45854.2	45855.2
AC004490.1	45855.2	45856.2
PLEKHJ1	45856.2	45857.2
SF3A2	45857.2	45858.2
AMH	45858.2	45859.2
JSRP1	45859.2	45860.2
OAZ1	45860.2	45861.2
AC005258.1	45861.2	45862.2
PEAK3	45862.2	45863.2
LINGO3	45863.2	45864.2
AC104530.1	45864.2	45865.2
LSM7	45865.2	45866.2
SPPL2B	45866.2	45867.2
TMPRSS9	45867.2	45868.2
TIMM13	45868.2	45869.2
LMNB2	45869.2	45870.2
LINC01775	45870.2	45871.2
GADD45B	45871.2	45872.2
GNG7	45872.2	45873.2
ELOCP28	45873.2	45874.2
AC092068.2	45874.2	45875.2
AC092068.1	45875.2	45876.2
AC092068.3	45876.2	45877.2
AC006538.3	45877.2	45878.2
DIRAS1	45878.2	45879.2
AC006538.2	45879.2	45880.2
AC006538.1	45880.2	45881.2
SLC39A3	45881.2	45882.2
SGTA	45882.2	45883.2
THOP1	45883.2	45884.2
ZNF554	45884.2	45885.2
ZNF555	45885.2	45886.2
AC006130.1	45886.2	45887.2
AC006130.3	45887.2	45888.2
ZNF556	45888.2	45889.2
AC006130.2	45889.2	45890.2
AC119403.2	45890.2	45891.2
ZNF57	45891.2	45892.2
AC119403.1	45892.2	45893.2
ZNF77	45893.2	45894.2
AC006277.1	45894.2	45895.2
TLE6	45895.2	45896.2
TLE2	45896.2	45897.2
AC005944.1	45897.2	45898.2
TLE5	45898.2	45899.2
GNA11	45899.2	45900.2
AC005262.2	45900.2	45901.2
KF456478.1	45901.2	45902.2
AC005262.1	45902.2	45903.2
GNA15	45903.2	45904.2
AC005264.1	45904.2	45905.2
S1PR4	45905.2	45906.2
NCLN	45906.2	45907.2
CELF5	45907.2	45908.2
AC010649.1	45908.2	45909.2
NFIC	45909.2	45910.2
AC007792.1	45910.2	45911.2
AC005514.1	45911.2	45912.2
SMIM24	45912.2	45913.2
AC005551.1	45913.2	45914.2
DOHH	45914.2	45915.2
FZR1	45915.2	45916.2
MFSD12	45916.2	45917.2
C19orf71	45917.2	45918.2
AC005786.3	45918.2	45919.2
AC005786.2	45919.2	45920.2
AC005786.4	45920.2	45921.2
AC005786.1	45921.2	45922.2
HMG20B	45922.2	45923.2
GIPC3	45923.2	45924.2
TBXA2R	45924.2	45925.2
CACTIN-AS1	45925.2	45926.2
CACTIN	45926.2	45927.2
PIP5K1C	45927.2	45928.2
AC004637.1	45928.2	45929.2
TJP3	45929.2	45930.2
APBA3	45930.2	45931.2
AC005954.2	45931.2	45932.2
AC005954.1	45932.2	45933.2
MRPL54	45933.2	45934.2
RAX2	45934.2	45935.2
AC005777.1	45935.2	45936.2
MATK	45936.2	45937.2
ZFR2	45937.2	45938.2
FTLP5	45938.2	45939.2
ATCAY	45939.2	45940.2
NMRK2	45940.2	45941.2
DAPK3	45941.2	45942.2
EEF2	45942.2	45943.2
PIAS4	45943.2	45944.2
ZBTB7A	45944.2	45945.2
AC016586.1	45945.2	45946.2
MAP2K2	45946.2	45947.2
CREB3L3	45947.2	45948.2
SIRT6	45948.2	45949.2
ANKRD24	45949.2	45950.2
EBI3	45950.2	45951.2
AC005578.1	45951.2	45952.2
YJU2	45952.2	45953.2
SHD	45953.2	45954.2
TMIGD2	45954.2	45955.2
FSD1	45955.2	45956.2
STAP2	45956.2	45957.2
AC104521.1	45957.2	45958.2
MPND	45958.2	45959.2
AC007292.3	45959.2	45960.2
EIF1P6	45960.2	45961.2
AC007292.2	45961.2	45962.2
SH3GL1	45962.2	45963.2
AC007292.1	45963.2	45964.2
CHAF1A	45964.2	45965.2
AC011498.3	45965.2	45966.2
UBXN6	45966.2	45967.2
AC011498.2	45967.2	45968.2
AC011498.7	45968.2	45969.2
AC011498.6	45969.2	45970.2
AC011498.1	45970.2	45971.2
HDGFL2	45971.2	45972.2
PLIN4	45972.2	45973.2
PLIN5	45973.2	45974.2
AC011498.4	45974.2	45975.2
LRG1	45975.2	45976.2
SEMA6B	45976.2	45977.2
AC011498.5	45977.2	45978.2
TNFAIP8L1	45978.2	45979.2
MYDGF	45979.2	45980.2
AC005339.1	45980.2	45981.2
DPP9	45981.2	45982.2
DPP9-AS1	45982.2	45983.2
MIR7-3HG	45983.2	45984.2
AC005523.1	45984.2	45985.2
FEM1A	45985.2	45986.2
AC005523.2	45986.2	45987.2
TICAM1	45987.2	45988.2
AC027319.1	45988.2	45989.2
PLIN3	45989.2	45990.2
ARRDC5	45990.2	45991.2
UHRF1	45991.2	45992.2
KDM4B	45992.2	45993.2
PTPRS	45993.2	45994.2
AC022517.1	45994.2	45995.2
RPL32P34	45995.2	45996.2
AC005790.1	45996.2	45997.2
ZNRF4	45997.2	45998.2
TINCR	45998.2	45999.2
SNRPEP4	45999.2	46000.2
SAFB2	46000.2	46001.2
SAFB	46001.2	46002.2
RPL36	46002.2	46003.2
MICOS13	46003.2	46004.2
HSD11B1L	46004.2	46005.2
LONP1	46005.2	46006.2
CATSPERD	46006.2	46007.2
PRR22	46007.2	46008.2
AC011499.1	46008.2	46009.2
DUS3L	46009.2	46010.2
NRTN	46010.2	46011.2
FUT6	46011.2	46012.2
FUT3	46012.2	46013.2
AC024592.2	46013.2	46014.2
FUT5	46014.2	46015.2
AC024592.3	46015.2	46016.2
NDUFA11	46016.2	46017.2
AC024592.1	46017.2	46018.2
AC104532.1	46018.2	46019.2
VMAC	46019.2	46020.2
AC104532.2	46020.2	46021.2
CAPS	46021.2	46022.2
RANBP3	46022.2	46023.2
AC011444.1	46023.2	46024.2
RFX2	46024.2	46025.2
AC011444.2	46025.2	46026.2
AC011444.4	46026.2	46027.2
AC011444.3	46027.2	46028.2
ACSBG2	46028.2	46029.2
AC011471.1	46029.2	46030.2
AC011471.4	46030.2	46031.2
MLLT1	46031.2	46032.2
AC011471.2	46032.2	46033.2
AC011471.3	46033.2	46034.2
ACER1	46034.2	46035.2
AC011491.3	46035.2	46036.2
CLPP	46036.2	46037.2
ALKBH7	46037.2	46038.2
PSPN	46038.2	46039.2
GTF2F1	46039.2	46040.2
AC011491.2	46040.2	46041.2
AC011491.1	46041.2	46042.2
KHSRP	46042.2	46043.2
SLC25A41	46043.2	46044.2
SLC25A23	46044.2	46045.2
CRB3	46045.2	46046.2
DENND1C	46046.2	46047.2
AC010503.4	46047.2	46048.2
TUBB4A	46048.2	46049.2
AC010503.2	46049.2	46050.2
AC010503.1	46050.2	46051.2
TNFSF9	46051.2	46052.2
AC010503.3	46052.2	46053.2
CLIC4P2	46053.2	46054.2
CD70	46054.2	46055.2
RPL7P50	46055.2	46056.2
TNFSF14	46056.2	46057.2
C3	46057.2	46058.2
AC008760.2	46058.2	46059.2
GPR108	46059.2	46060.2
TRIP10	46060.2	46061.2
AC008760.1	46061.2	46062.2
